id,hotel_id,hotel_name,city,image_order,image_type,image_description,image_url,google_search_link
146,30,"Mikazuki Japanese Resorts","Đà Nẵng",1,exterior,"Resort phong cách Nhật Bản ven biển",,https://www.google.com/search?q=Da+Nang+Mikazuki+Japanese+Resort+exterior&tbm=isch
147,30,"Mikazuki Japanese Resorts","Đà Nẵng",2,room,"Phòng Onsen Deluxe",,https://www.google.com/search?q=Mikazuki+Danang+onsen+deluxe+room&tbm=isch
148,30,"Mikazuki Japanese Resorts","Đà Nẵng",3,pool,"Onsen khoáng nóng Nhật Bản",,https://www.google.com/search?q=Mikazuki+Danang+onsen+hot+spring&tbm=isch
149,30,"Mikazuki Japanese Resorts","Đà Nẵng",4,view,"Công viên nước trong nhà",,https://www.google.com/search?q=Mikazuki+Danang+indoor+water+park&tbm=isch
150,30,"Mikazuki Japanese Resorts","Đà Nẵng",5,amenity,"Nhà hàng Nhật và lớp làm sushi",,https://www.google.com/search?q=Mikazuki+Danang+Japanese+restaurant+sushi&tbm=isch
151,31,"Vinpearl Resort Hạ Long","Hạ Long",1,exterior,"Resort đảo Rều aerial view vịnh",,https://www.google.com/search?q=Vinpearl+Resort+Ha+Long+Reu+island+aerial&tbm=isch
152,31,"Vinpearl Resort Hạ Long","Hạ Long",2,room,"Biệt thự Beach Villa",,https://www.google.com/search?q=Vinpearl+Resort+Ha+Long+beach+villa+room&tbm=isch
153,31,"Vinpearl Resort Hạ Long","Hạ Long",3,pool,"Hồ bơi chính view vịnh",,https://www.google.com/search?q=Vinpearl+Resort+Ha+Long+pool+bay+view&tbm=isch
154,31,"Vinpearl Resort Hạ Long","Hạ Long",4,view,"3 bãi biển riêng trên đảo",,https://www.google.com/search?q=Vinpearl+Resort+Ha+Long+private+beach&tbm=isch
155,31,"Vinpearl Resort Hạ Long","Hạ Long",5,amenity,"Nhà hàng view vịnh và golf mini",,https://www.google.com/search?q=Vinpearl+Resort+Ha+Long+restaurant+golf&tbm=isch
156,32,"FLC Halong Bay Resort","Hạ Long",1,exterior,"Resort trên đồi panorama vịnh",,https://www.google.com/search?q=FLC+Halong+Bay+Golf+Resort+aerial+panorama&tbm=isch
157,32,"FLC Halong Bay Resort","Hạ Long",2,room,"Phòng Luxury Bay View",,https://www.google.com/search?q=FLC+Halong+Bay+Resort+luxury+bay+view+room&tbm=isch
158,32,"FLC Halong Bay Resort","Hạ Long",3,pool,"Hồ bơi resort view vịnh",,https://www.google.com/search?q=FLC+Halong+Bay+Resort+pool+bay+view&tbm=isch
159,32,"FLC Halong Bay Resort","Hạ Long",4,view,"Sân golf 18 lỗ và vịnh Hạ Long",,https://www.google.com/search?q=FLC+Halong+Bay+golf+course+Ha+Long+bay&tbm=isch
160,32,"FLC Halong Bay Resort","Hạ Long",5,amenity,"Nhà hàng và bar cao cấp",,https://www.google.com/search?q=FLC+Halong+Bay+Resort+restaurant+bar&tbm=isch
161,33,"A La Carte Ha Long Bay","Hạ Long",1,exterior,"Mặt tiền khách sạn Bãi Cháy",,https://www.google.com/search?q=A+La+Carte+Ha+Long+Bay+hotel+exterior&tbm=isch
162,33,"A La Carte Ha Long Bay","Hạ Long",2,room,"Phòng Premium Bay View",,https://www.google.com/search?q=A+La+Carte+Ha+Long+Bay+premium+bay+view+room&tbm=isch
163,33,"A La Carte Ha Long Bay","Hạ Long",3,pool,"Hồ bơi vô cực rooftop view vịnh",,https://www.google.com/search?q=A+La+Carte+Ha+Long+Bay+infinity+rooftop+pool&tbm=isch
164,33,"A La Carte Ha Long Bay","Hạ Long",4,view,"View vịnh Hạ Long từ rooftop",,https://www.google.com/search?q=A+La+Carte+Ha+Long+Bay+rooftop+bay+view&tbm=isch
165,33,"A La Carte Ha Long Bay","Hạ Long",5,amenity,"Sky Bar và nhà hàng",,https://www.google.com/search?q=A+La+Carte+Ha+Long+Bay+sky+bar+restaurant&tbm=isch
166,34,"InterContinental Ha Long","Hạ Long",1,exterior,"Resort sang trọng view vịnh",,https://www.google.com/search?q=InterContinental+Halong+Bay+Resort+exterior&tbm=isch
167,34,"InterContinental Ha Long","Hạ Long",2,room,"Phòng Classic Bay View",,https://www.google.com/search?q=InterContinental+Halong+Bay+classic+bay+room&tbm=isch
168,34,"InterContinental Ha Long","Hạ Long",3,pool,"Hồ bơi view vịnh Hạ Long",,https://www.google.com/search?q=InterContinental+Halong+Bay+pool&tbm=isch
169,34,"InterContinental Ha Long","Hạ Long",4,view,"View vịnh Hạ Long từ resort",,https://www.google.com/search?q=InterContinental+Halong+Bay+view&tbm=isch
170,34,"InterContinental Ha Long","Hạ Long",5,amenity,"Spa quốc tế và nhà hàng fine-dining",,https://www.google.com/search?q=InterContinental+Halong+Bay+spa+fine+dining&tbm=isch
171,35,"Oakwood Ha Long Resort","Hạ Long",1,exterior,"Biệt thự hiện đại trong khuôn viên xanh",,https://www.google.com/search?q=Oakwood+Ha+Long+Resort+villa+exterior&tbm=isch
172,35,"Oakwood Ha Long Resort","Hạ Long",2,room,"Villa 2BR phòng ngủ master",,https://www.google.com/search?q=Oakwood+Ha+Long+Resort+villa+bedroom&tbm=isch
173,35,"Oakwood Ha Long Resort","Hạ Long",3,pool,"Hồ bơi chính trong resort",,https://www.google.com/search?q=Oakwood+Ha+Long+Resort+swimming+pool&tbm=isch
174,35,"Oakwood Ha Long Resort","Hạ Long",4,view,"Không gian xanh và vườn",,https://www.google.com/search?q=Oakwood+Ha+Long+Resort+green+garden&tbm=isch
175,35,"Oakwood Ha Long Resort","Hạ Long",5,amenity,"Kids Club và khu BBQ",,https://www.google.com/search?q=Oakwood+Ha+Long+Resort+kids+club+BBQ&tbm=isch
176,36,"Sofitel Legend Metropole Hanoi","Hà Nội",1,exterior,"Mặt tiền Heritage Wing kiến trúc Pháp 1901",,https://www.google.com/search?q=Sofitel+Legend+Metropole+Hanoi+exterior+heritage&tbm=isch
177,36,"Sofitel Legend Metropole Hanoi","Hà Nội",2,room,"Premium Room Historical Wing",,https://www.google.com/search?q=Sofitel+Metropole+Hanoi+premium+historical+room&tbm=isch
178,36,"Sofitel Legend Metropole Hanoi","Hà Nội",3,pool,"Hồ bơi giữa sân vườn",,https://www.google.com/search?q=Sofitel+Metropole+Hanoi+swimming+pool+garden&tbm=isch
179,36,"Sofitel Legend Metropole Hanoi","Hà Nội",4,view,"Hầm trú ẩn lịch sử underground",,https://www.google.com/search?q=Sofitel+Metropole+Hanoi+historical+bunker&tbm=isch
180,36,"Sofitel Legend Metropole Hanoi","Hà Nội",5,amenity,"Le Beaulieu Restaurant và Angelina Bar",,https://www.google.com/search?q=Sofitel+Metropole+Hanoi+Le+Beaulieu+Angelina+Bar&tbm=isch
181,37,"InterContinental Westlake Hanoi","Hà Nội",1,exterior,"Over-water hotel Hồ Tây",,https://www.google.com/search?q=InterContinental+Hanoi+Westlake+exterior+lake&tbm=isch
182,37,"InterContinental Westlake Hanoi","Hà Nội",2,room,"Phòng Deluxe Lake View",,https://www.google.com/search?q=InterContinental+Hanoi+Westlake+lake+view+room&tbm=isch
183,37,"InterContinental Westlake Hanoi","Hà Nội",3,pool,"Hồ bơi vô cực bên Hồ Tây",,https://www.google.com/search?q=InterContinental+Hanoi+Westlake+infinity+pool&tbm=isch
184,37,"InterContinental Westlake Hanoi","Hà Nội",4,view,"Hoàng hôn Hồ Tây từ Sunset Bar",,https://www.google.com/search?q=InterContinental+Hanoi+Westlake+sunset+bar+view&tbm=isch
185,37,"InterContinental Westlake Hanoi","Hà Nội",5,amenity,"Nhà hàng Milano và spa",,https://www.google.com/search?q=InterContinental+Hanoi+Westlake+Milano+restaurant&tbm=isch
186,38,"Pan Pacific Hanoi","Hà Nội",1,exterior,"Mặt tiền khách sạn cao tầng Hồ Tây",,https://www.google.com/search?q=Pan+Pacific+Hanoi+hotel+exterior&tbm=isch
187,38,"Pan Pacific Hanoi","Hà Nội",2,room,"Phòng Deluxe City View",,https://www.google.com/search?q=Pan+Pacific+Hanoi+deluxe+city+view+room&tbm=isch
188,38,"Pan Pacific Hanoi","Hà Nội",3,pool,"Hồ bơi bốn mùa",,https://www.google.com/search?q=Pan+Pacific+Hanoi+swimming+pool&tbm=isch
189,38,"Pan Pacific Hanoi","Hà Nội",4,view,"Rooftop Bar view panorama thành phố",,https://www.google.com/search?q=Pan+Pacific+Hanoi+rooftop+bar+panorama&tbm=isch
190,38,"Pan Pacific Hanoi","Hà Nội",5,amenity,"Nhà hàng Pacifica",,https://www.google.com/search?q=Pan+Pacific+Hanoi+Pacifica+restaurant&tbm=isch
191,39,"The Oriental Jade Hotel Hanoi","Hà Nội",1,exterior,"Mặt tiền boutique hotel phố cổ",,https://www.google.com/search?q=Oriental+Jade+Hotel+Hanoi+exterior&tbm=isch
192,39,"The Oriental Jade Hotel Hanoi","Hà Nội",2,room,"Jade Premium Room",,https://www.google.com/search?q=Oriental+Jade+Hotel+Hanoi+jade+premium+room&tbm=isch
193,39,"The Oriental Jade Hotel Hanoi","Hà Nội",3,pool,"Hồ bơi rooftop view phố cổ",,https://www.google.com/search?q=Oriental+Jade+Hotel+Hanoi+rooftop+pool&tbm=isch
194,39,"The Oriental Jade Hotel Hanoi","Hà Nội",4,view,"View phố cổ Hà Nội từ ban công",,https://www.google.com/search?q=Oriental+Jade+Hotel+Hanoi+old+quarter+view&tbm=isch
195,39,"The Oriental Jade Hotel Hanoi","Hà Nội",5,amenity,"Spa cao cấp",,https://www.google.com/search?q=Oriental+Jade+Hotel+Hanoi+spa&tbm=isch
196,40,"Dolce Golden Lake Hanoi","Hà Nội",1,exterior,"Mặt tiền khách sạn dát vàng 24K",,https://www.google.com/search?q=Dolce+Hanoi+Golden+Lake+gold+exterior&tbm=isch
197,40,"Dolce Golden Lake Hanoi","Hà Nội",2,room,"Phòng Golden Deluxe dát vàng",,https://www.google.com/search?q=Dolce+Hanoi+Golden+Lake+gold+room&tbm=isch
198,40,"Dolce Golden Lake Hanoi","Hà Nội",3,pool,"Hồ bơi dát vàng trên tầng thượng",,https://www.google.com/search?q=Dolce+Hanoi+Golden+Lake+gold+rooftop+pool&tbm=isch
199,40,"Dolce Golden Lake Hanoi","Hà Nội",4,view,"View thành phố từ rooftop",,https://www.google.com/search?q=Dolce+Hanoi+Golden+Lake+city+view+rooftop&tbm=isch
200,40,"Dolce Golden Lake Hanoi","Hà Nội",5,amenity,"Lobby dát vàng và nhà hàng",,https://www.google.com/search?q=Dolce+Hanoi+Golden+Lake+gold+lobby+restaurant&tbm=isch
201,41,"FLC Luxury Resort Quy Nhơn","Quy Nhơn",1,exterior,"Aerial quần thể resort ven biển Nhơn Lý",,https://www.google.com/search?q=FLC+Luxury+Resort+Quy+Nhon+aerial&tbm=isch
202,41,"FLC Luxury Resort Quy Nhơn","Quy Nhơn",2,room,"Villa hồ bơi riêng 1BR",,https://www.google.com/search?q=FLC+Luxury+Resort+Quy+Nhon+villa+private+pool&tbm=isch
203,41,"FLC Luxury Resort Quy Nhơn","Quy Nhơn",3,pool,"Hồ bơi nước mặn dài nhất",,https://www.google.com/search?q=FLC+Luxury+Resort+Quy+Nhon+pool&tbm=isch
204,41,"FLC Luxury Resort Quy Nhơn","Quy Nhơn",4,view,"Sân golf 36 lỗ view biển",,https://www.google.com/search?q=FLC+Luxury+Resort+Quy+Nhon+golf+course&tbm=isch
205,41,"FLC Luxury Resort Quy Nhơn","Quy Nhơn",5,amenity,"Safari và bãi biển Nhơn Lý",,https://www.google.com/search?q=FLC+Luxury+Resort+Quy+Nhon+safari+beach&tbm=isch
206,42,"Avani Quy Nhon Resort","Quy Nhơn",1,exterior,"Resort Bãi Dài view biển trực diện",,https://www.google.com/search?q=Avani+Quy+Nhon+Resort+Spa+exterior&tbm=isch
207,42,"Avani Quy Nhon Resort","Quy Nhơn",2,room,"Phòng Ocean View Deluxe",,https://www.google.com/search?q=Avani+Quy+Nhon+Resort+ocean+view+room&tbm=isch
208,42,"Avani Quy Nhon Resort","Quy Nhơn",3,pool,"Hồ bơi vô cực view biển",,https://www.google.com/search?q=Avani+Quy+Nhon+Resort+infinity+pool&tbm=isch
209,42,"Avani Quy Nhon Resort","Quy Nhơn",4,view,"Bãi Dài biển xanh trong vắt",,https://www.google.com/search?q=Avani+Quy+Nhon+Resort+Bai+Dai+beach&tbm=isch
210,42,"Avani Quy Nhon Resort","Quy Nhơn",5,amenity,"Bar bãi biển và yoga",,https://www.google.com/search?q=Avani+Quy+Nhon+Resort+beach+bar+yoga&tbm=isch
211,43,"Casa Marina Resort Quy Nhơn","Quy Nhơn",1,exterior,"Resort ven biển Bãi Xép",,https://www.google.com/search?q=Casa+Marina+Resort+Quy+Nhon+exterior&tbm=isch
212,43,"Casa Marina Resort Quy Nhơn","Quy Nhơn",2,room,"Bungalow Sea View",,https://www.google.com/search?q=Casa+Marina+Resort+Quy+Nhon+bungalow+sea+view&tbm=isch
213,43,"Casa Marina Resort Quy Nhơn","Quy Nhơn",3,pool,"Hồ bơi ngoài trời",,https://www.google.com/search?q=Casa+Marina+Resort+Quy+Nhon+pool&tbm=isch
214,43,"Casa Marina Resort Quy Nhơn","Quy Nhơn",4,view,"Bãi biển Bãi Xép",,https://www.google.com/search?q=Casa+Marina+Resort+Quy+Nhon+Bai+Xep+beach&tbm=isch
215,43,"Casa Marina Resort Quy Nhơn","Quy Nhơn",5,amenity,"Nhà hàng hải sản và BBQ",,https://www.google.com/search?q=Casa+Marina+Resort+Quy+Nhon+seafood+restaurant&tbm=isch
216,44,"Crown Retreat Quy Nhơn","Quy Nhơn",1,exterior,"Bungalow ven biển Trung Lương",,https://www.google.com/search?q=Crown+Retreat+Quy+Nhon+bungalow+beach&tbm=isch
217,44,"Crown Retreat Quy Nhơn","Quy Nhơn",2,room,"Beach Front Bungalow phòng ngủ",,https://www.google.com/search?q=Crown+Retreat+Quy+Nhon+bungalow+room&tbm=isch
218,44,"Crown Retreat Quy Nhơn","Quy Nhơn",3,pool,"Hồ bơi resort",,https://www.google.com/search?q=Crown+Retreat+Quy+Nhon+swimming+pool&tbm=isch
219,44,"Crown Retreat Quy Nhơn","Quy Nhơn",4,view,"Bãi biển và thiên nhiên hoang sơ",,https://www.google.com/search?q=Crown+Retreat+Quy+Nhon+beach+nature&tbm=isch
220,44,"Crown Retreat Quy Nhơn","Quy Nhơn",5,amenity,"Yoga ngoài trời và kayak",,https://www.google.com/search?q=Crown+Retreat+Quy+Nhon+yoga+kayak&tbm=isch
221,45,"Anya Premier Hotel Quy Nhơn","Quy Nhơn",1,exterior,"Mặt tiền 5 sao đường biển Xuân Diệu",,https://www.google.com/search?q=Anya+Premier+Hotel+Quy+Nhon+exterior&tbm=isch
222,45,"Anya Premier Hotel Quy Nhơn","Quy Nhơn",2,room,"Phòng Premier Ocean",,https://www.google.com/search?q=Anya+Premier+Hotel+Quy+Nhon+ocean+room&tbm=isch
223,45,"Anya Premier Hotel Quy Nhơn","Quy Nhơn",3,pool,"Hồ bơi rooftop",,https://www.google.com/search?q=Anya+Premier+Hotel+Quy+Nhon+rooftop+pool&tbm=isch
224,45,"Anya Premier Hotel Quy Nhơn","Quy Nhơn",4,view,"View biển thành phố Quy Nhơn",,https://www.google.com/search?q=Anya+Premier+Hotel+Quy+Nhon+city+sea+view&tbm=isch
225,45,"Anya Premier Hotel Quy Nhơn","Quy Nhơn",5,amenity,"Sky Bar và nhà hàng",,https://www.google.com/search?q=Anya+Premier+Hotel+Quy+Nhon+sky+bar&tbm=isch
226,46,"The Imperial Hotel Vũng Tàu","Vũng Tàu",1,exterior,"Kiến trúc lâu đài châu Âu Bãi Sau",,https://www.google.com/search?q=The+Imperial+Hotel+Vung+Tau+castle+exterior&tbm=isch
227,46,"The Imperial Hotel Vũng Tàu","Vũng Tàu",2,room,"Phòng Imperial Deluxe Sea View",,https://www.google.com/search?q=The+Imperial+Hotel+Vung+Tau+sea+view+room&tbm=isch
228,46,"The Imperial Hotel Vũng Tàu","Vũng Tàu",3,pool,"Hồ bơi khu vực biển",,https://www.google.com/search?q=The+Imperial+Hotel+Vung+Tau+pool+beach&tbm=isch
229,46,"The Imperial Hotel Vũng Tàu","Vũng Tàu",4,view,"Bãi Sau từ khách sạn",,https://www.google.com/search?q=The+Imperial+Hotel+Vung+Tau+Back+Beach+view&tbm=isch
230,46,"The Imperial Hotel Vũng Tàu","Vũng Tàu",5,amenity,"Nhà hàng và spa",,https://www.google.com/search?q=The+Imperial+Hotel+Vung+Tau+restaurant+spa&tbm=isch
231,47,"Pullman Vung Tau","Vũng Tàu",1,exterior,"Mặt tiền 5 sao hiện đại",,https://www.google.com/search?q=Pullman+Vung+Tau+hotel+exterior&tbm=isch
232,47,"Pullman Vung Tau","Vũng Tàu",2,room,"Phòng Deluxe City View",,https://www.google.com/search?q=Pullman+Vung+Tau+deluxe+room&tbm=isch
233,47,"Pullman Vung Tau","Vũng Tàu",3,pool,"Hồ bơi resort",,https://www.google.com/search?q=Pullman+Vung+Tau+swimming+pool&tbm=isch
234,47,"Pullman Vung Tau","Vũng Tàu",4,view,"View thành phố biển",,https://www.google.com/search?q=Pullman+Vung+Tau+city+sea+view&tbm=isch
235,47,"Pullman Vung Tau","Vũng Tàu",5,amenity,"Spa và nhà hàng quốc tế",,https://www.google.com/search?q=Pullman+Vung+Tau+spa+restaurant&tbm=isch
236,48,"Vias Hotel Vũng Tàu","Vũng Tàu",1,exterior,"Mặt tiền hotel hiện đại Bãi Sau",,https://www.google.com/search?q=Vias+Hotel+Vung+Tau+exterior&tbm=isch
237,48,"Vias Hotel Vũng Tàu","Vũng Tàu",2,room,"Phòng Ocean Suite",,https://www.google.com/search?q=Vias+Hotel+Vung+Tau+ocean+suite+room&tbm=isch
238,48,"Vias Hotel Vũng Tàu","Vũng Tàu",3,pool,"Hồ bơi vô cực rooftop view biển",,https://www.google.com/search?q=Vias+Hotel+Vung+Tau+infinity+rooftop+pool&tbm=isch
239,48,"Vias Hotel Vũng Tàu","Vũng Tàu",4,view,"View biển panorama Bãi Sau",,https://www.google.com/search?q=Vias+Hotel+Vung+Tau+panorama+beach+view&tbm=isch
240,48,"Vias Hotel Vũng Tàu","Vũng Tàu",5,amenity,"Bar trên cao và nhà hàng",,https://www.google.com/search?q=Vias+Hotel+Vung+Tau+rooftop+bar&tbm=isch
241,49,"Marina Bay Vũng Tàu Resort","Vũng Tàu",1,exterior,"Biệt thự view biển Long Hải",,https://www.google.com/search?q=Marina+Bay+Vung+Tau+Resort+villa+exterior&tbm=isch
242,49,"Marina Bay Vũng Tàu Resort","Vũng Tàu",2,room,"Pool Villa Sea View phòng ngủ",,https://www.google.com/search?q=Marina+Bay+Vung+Tau+pool+villa+room&tbm=isch
243,49,"Marina Bay Vũng Tàu Resort","Vũng Tàu",3,pool,"Hồ bơi riêng trong villa",,https://www.google.com/search?q=Marina+Bay+Vung+Tau+private+pool+villa&tbm=isch
244,49,"Marina Bay Vũng Tàu Resort","Vũng Tàu",4,view,"Bãi biển Long Hải",,https://www.google.com/search?q=Marina+Bay+Vung+Tau+Long+Hai+beach&tbm=isch
245,49,"Marina Bay Vũng Tàu Resort","Vũng Tàu",5,amenity,"BBQ ngoài trời và spa",,https://www.google.com/search?q=Marina+Bay+Vung+Tau+BBQ+spa&tbm=isch
246,50,"Lan Rừng Resort Phước Hải","Vũng Tàu",1,exterior,"Kiến trúc Santorini xanh trắng",,https://www.google.com/search?q=Lan+Rung+Resort+Phuoc+Hai+Santorini+exterior&tbm=isch
247,50,"Lan Rừng Resort Phước Hải","Vũng Tàu",2,room,"Phòng Santorini View Biển",,https://www.google.com/search?q=Lan+Rung+Resort+Phuoc+Hai+room+sea+view&tbm=isch
248,50,"Lan Rừng Resort Phước Hải","Vũng Tàu",3,pool,"Hồ bơi phong cách Địa Trung Hải",,https://www.google.com/search?q=Lan+Rung+Resort+Phuoc+Hai+Mediterranean+pool&tbm=isch
249,50,"Lan Rừng Resort Phước Hải","Vũng Tàu",4,view,"Bãi biển Phước Hải",,https://www.google.com/search?q=Lan+Rung+Resort+Phuoc+Hai+beach&tbm=isch
250,50,"Lan Rừng Resort Phước Hải","Vũng Tàu",5,amenity,"Bar bãi biển Santorini",,https://www.google.com/search?q=Lan+Rung+Resort+Phuoc+Hai+beach+bar&tbm=isch
